sku_id,country_name,retailer,breadcrumbs,breadcrumbs_t,name,name_t,pack_size,pack_size_t,description_short,description_t_short,resnet50_labels_005,resnet50_labels_06,price,label
9061519,USA,Avon,"[""Home"",""Jewelry"",""Earrings"",""Modern Glamour Rhinestone Drop Earrings""]","[""Home"",""Jewelry"",""Earrings"",""Modern Glamour Rhinestone Drop Earrings""]",Modern Glamour Rhinestone Drop Earrings,Modern Glamour Rhinestone Drop Earrings,,,get on the best-dressed list with this sparkling stunner from the modern glamour collection. features &bull; line of clear rhinestones attached to a black faceted teardrop-shaped stone &bull; post and,get on the best-dressed list with this sparkling stunner from the modern glamour collection. features &bull; line of clear rhinestones attached to a black faceted teardrop-shaped stone &bull; post and,hourglass,hourglass,9.99,OUT OF SCOPE
55237845,USA,Avon,"[""Home"",""Outlet"",""Fashion"",""Kaya Ponté Pant - Black""]","[""Home"",""Outlet"",""Fashion"",""Kaya Ponté Pant - Black""]",Kaya Ponté Pant - Black,Kaya Ponté Pant - Black,,,"avon&rsquo;s most fashionable representatives can&rsquo;t stop talking about (and wearing!) this season&rsquo;s paris-inspired fashion collection, falling for fashion. go for bordeaux head to toe or t","avon&rsquo;s most fashionable representatives can&rsquo;t stop talking about (and wearing!) this season&rsquo;s paris-inspired fashion collection, falling for fashion. go for bordeaux head to toe or t",swimming_trunks,swimming_trunks,29.99,OUT OF SCOPE
55286939,USA,Avon,"[""Home"",""Fashion"",""Apparel"",""Jackets"",""Kamila Coat""]","[""Home"",""Fashion"",""Apparel"",""Jackets"",""Kamila Coat""]",Kamila Coat,Kamila Coat,,,"avon&rsquo;s most fashionable representatives can&rsquo;t stop talking about (and wearing!) this season&rsquo;s paris-inspired fashion collection, falling for fashion. go for bordeaux head to toe or t","avon&rsquo;s most fashionable representatives can&rsquo;t stop talking about (and wearing!) this season&rsquo;s paris-inspired fashion collection, falling for fashion. go for bordeaux head to toe or t",chain_mail~fur_coat~pajama~poncho~trench_coat~wool,,59.99,OUT OF SCOPE
73185727,USA,Avon,"[""Home"",""Holiday"",""Holiday Decor"",""Sparkling Light-Up Angel""]","[""Home"",""Holiday"",""Holiday Decor"",""Sparkling Light-Up Angel""]",Sparkling Light-Up Angel,Sparkling Light-Up Angel,,,let it glow. spend the season filled with magical sparkle and all the things that make winter wonderful. features &bull; lights up when activated with glittering effect &bull; 5&rdquo; diam. x 11.25&r,let it glow. spend the season filled with magical sparkle and all the things that make winter wonderful. features &bull; lights up when activated with glittering effect &bull; 5&rdquo; diam. x 11.25&r,breastplate~cuirass~table_lamp,,29.99,OUT OF SCOPE
55424886,USA,Avon,"[""Home"",""Jewelry"",""Earrings"",""Modern Geo Drop Earrings""]","[""Home"",""Jewelry"",""Earrings"",""Modern Geo Drop Earrings""]",Modern Geo Drop Earrings,Modern Geo Drop Earrings,,,"inspired by the &lsquo;60s, the modern geo collection features chic shapes and mod enamel-like details in a sweeter-than-ever shade. features &bull; pierced drops, 2.25&rdquo; l &bull; post with bulle","inspired by the &lsquo;60s, the modern geo collection features chic shapes and mod enamel-like details in a sweeter-than-ever shade. features &bull; pierced drops, 2.25&rdquo; l &bull; post with bulle",safety_pin~sunglass~sunglasses,sunglasses,9.99,OUT OF SCOPE
25382921,USA,Avon,"[""Home"",""Outlet"",""Jewelry"",""Palm Leaf Pave Ring""]","[""Home"",""Outlet"",""Jewelry"",""Palm Leaf Pave Ring""]",Palm Leaf Pave Ring,Palm Leaf Pave Ring,,,leaf your mark with the stunning goldtone and silvertone pieces of the palm leaf collection. features &bull; openwork design &bull; pave accents materials &bull; goldtone plating care use a standard j,leaf your mark with the stunning goldtone and silvertone pieces of the palm leaf collection. features &bull; openwork design &bull; pave accents materials &bull; goldtone plating care use a standard j,buckle~hair_slide,,7.99,OUT OF SCOPE
49561291,USA,Avon,"[""Home"",""Fashion"",""Footwear"",""Heels"",""Cushion Walk® Faux-Suede Block Heel Sandal""]","[""Home"",""Fashion"",""Footwear"",""Heels"",""Cushion Walk® Faux-Suede Block Heel Sandal""]",Cushion Walk® Faux-Suede Block Heel Sandal,Cushion Walk® Faux-Suede Block Heel Sandal,,,experiment with bold prints and classic styles to create anything-but-boring neutrals. make them do a double take with a pair of double-strapped sandals. features &bull; faux-suede &bull; two straps; ,experiment with bold prints and classic styles to create anything-but-boring neutrals. make them do a double take with a pair of double-strapped sandals. features &bull; faux-suede &bull; two straps; ,bow~holster~muzzle~scabbard,,29.99,OUT OF SCOPE
8427492,USA,Avon,"[""Home"",""Outlet"",""Fashion"",""mark. By Avon Cut Loose Pullover""]","[""Home"",""Outlet"",""Fashion"",""mark. By Avon Cut Loose Pullover""]",mark. By Avon Cut Loose Pullover,mark. By Avon Cut Loose Pullover,,,"for cool days that deserve style, the laid-back sweater with shreds doesn&rsquo;t disappoint. features &bull; banded at wrists, neckline and waist &bull; shredded at sides &bull; ribbed materials &bul","for cool days that deserve style, the laid-back sweater with shreds doesn&rsquo;t disappoint. features &bull; banded at wrists, neckline and waist &bull; shredded at sides &bull; ribbed materials &bul",cardigan~wool,,38.0,OUT OF SCOPE
97844111,USA,Avon,"[""Home"",""Jewelry"",""Fine Jewelry"",""Sterling Silver CZ Princess-Cut Split Band Ring""]","[""Home"",""Jewelry"",""Fine Jewelry"",""Sterling Silver CZ Princess-Cut Split Band Ring""]",Sterling Silver CZ Princess-Cut Split Band Ring,Sterling Silver CZ Princess-Cut Split Band Ring,,,"guaranteed with .925 quality, our sterling silver styles are over 90% pure silver for looks that last a lifetime. the divine royal cut paired with a delicately split band creates a beautifully simplis","guaranteed with .925 quality, our sterling silver styles are over 90% pure silver for looks that last a lifetime. the divine royal cut paired with a delicately split band creates a beautifully simplis",buckle~hair_slide~pinwheel,,59.99,OUT OF SCOPE
45955811,USA,Avon,"[""Home"",""Jewelry"",""Rings"",""Sea Green Open Ring""]","[""Home"",""Jewelry"",""Rings"",""Sea Green Open Ring""]",Sea Green Open Ring,Sea Green Open Ring,,,cool down with the summer style pairing sea green with glistening goldtone. features &bull; open ring &bull; oval and cushion-cut sea green stones &bull; rhinestone materials &bull; shiny goldtone pla,cool down with the summer style pairing sea green with glistening goldtone. features &bull; open ring &bull; oval and cushion-cut sea green stones &bull; rhinestone materials &bull; shiny goldtone pla,drum~goblet~hair_slide~water_jug,,12.99,OUT OF SCOPE
2150165,USA,Avon,"[""Home"",""Fashion"",""Apparel"",""Tops"",""Michelle Boatneck Top in Dandelion Stripe""]","[""Home"",""Fashion"",""Apparel"",""Tops"",""Michelle Boatneck Top in Dandelion Stripe""]",Michelle Boatneck Top in Dandelion Stripe,Michelle Boatneck Top in Dandelion Stripe,,,the modern southern belle collection: we&rsquo;ve combined the vibrant hues of the azaleas in savannah&rsquo;s forsyth park and the sunny blues from carolina skies with ruffled details to create ladyl,the modern southern belle collection: we&rsquo;ve combined the vibrant hues of the azaleas in savannah&rsquo;s forsyth park and the sunny blues from carolina skies with ruffled details to create ladyl,cardigan~sweatshirt,sweatshirt,19.99,OUT OF SCOPE
55387424,USA,Avon,"[""Home"",""Outlet"",""Jewelry"",""Autumn Romance Drop Earrings""]","[""Home"",""Outlet"",""Jewelry"",""Autumn Romance Drop Earrings""]",Autumn Romance Drop Earrings,Autumn Romance Drop Earrings,,,"the autumn romance collection: all for amour! the stunning, sparkling stones stay gleaming in any light with faceted details. features &bull; pierced drops, 2&rdquo; l &bull; small and large teardrop-","the autumn romance collection: all for amour! the stunning, sparkling stones stay gleaming in any light with faceted details. features &bull; pierced drops, 2&rdquo; l &bull; small and large teardrop-",necklace,necklace,9.99,OUT OF SCOPE
18844067,USA,Avon,"[""Home"",""Jewelry"",""Bracelets"",""Pink Love Sparkle 3-Piece Stack""]","[""Home"",""Jewelry"",""Bracelets"",""Pink Love Sparkle 3-Piece Stack""]",Pink Love Sparkle 3-Piece Stack,Pink Love Sparkle 3-Piece Stack,,,"valued at $25.97, the set includes: inner goddess double row charm bracelet in pineapple the cool hues and charming accents of this accessory will bring out the goddess within you. features &bull; 7 &","valued at $25.97, the set includes: inner goddess double row charm bracelet in pineapple the cool hues and charming accents of this accessory will bring out the goddess within you. features &bull; 7 &",chain~hair_slide~necklace,,20.0,OUT OF SCOPE
11366227,USA,Avon,"[""Home"",""Causes"",""Breast Cancer Crusade"",""Hope Is A Super Power Mug""]","[""Home"",""Causes"",""Breast Cancer Crusade"",""Hope Is A Super Power Mug""]",Hope Is A Super Power Mug,Hope Is A Super Power Mug,,,&ldquo;shop for the greater goods&rdquo; &ndash; must-have items that help support the most important women&rsquo;s causes. shop pink hope products like this one to support avon breast cancer crusade ,&ldquo;shop for the greater goods&rdquo; &ndash; must-have items that help support the most important women&rsquo;s causes. shop pink hope products like this one to support avon breast cancer crusade ,coffee_mug~cup,coffee_mug,7.99,OUT OF SCOPE
23806052,USA,Avon,"[""Home"",""Outlet"",""Fashion"",""Textured Velvet Swing Top""]","[""Home"",""Outlet"",""Fashion"",""Textured Velvet Swing Top""]",Textured Velvet Swing Top,Textured Velvet Swing Top,,,the textured velvet top was made for the holidays with a pair of fancy pants. features &bull; chiffon trim &bull; round neckline &bull; short sleeved &bull; pleated textured velvet materials &bull; po,the textured velvet top was made for the holidays with a pair of fancy pants. features &bull; chiffon trim &bull; round neckline &bull; short sleeved &bull; pleated textured velvet materials &bull; po,velvet~wool,velvet,14.99,OUT OF SCOPE
25087356,USA,Ulta,"[""Bath & Body"",""Hand & Foot Care""]","[""Bath & Body"",""Hand & Foot Care""]",Plaid & Solid Blue Aloe Socks,Plaid & Solid Blue Aloe Socks,,,infused with natural aloe vera and vitamin e these earth therapeutics aloe socks with are super-soft that continually moisturize while surrounding your feet in plush comfort. fits most foot sizes. for,infused with natural aloe vera and vitamin e these earth therapeutics aloe socks with are super-soft that continually moisturize while surrounding your feet in plush comfort. fits most foot sizes. for,bath_towel~bib~diaper~handkerchief~paper_towel,,12.0,OUT OF SCOPE
49519303,USA,Ulta,"[""Bath & Body"",""Bath & Shower""]","[""Bath & Body"",""Bath & Shower""]",Gold Glitter Sanitizer Sling,Gold Glitter Sanitizer Sling,1ct,1ct,sparkle away the germs with this chic ulta gold glitter sanitizer sling! this sling features sparkly gold glitter that turns your favorite ulta hand sanitizer into a sparkly accessory. the convenient ,sparkle away the germs with this chic ulta gold glitter sanitizer sling! this sling features sparkly gold glitter that turns your favorite ulta hand sanitizer into a sparkly accessory. the convenient ,bib~combination_lock~hamper~padlock,,2.5,OUT OF SCOPE
42898876,USA,Amway,"[""B2B Products""]","[""B2B Products""]",APSA-80® Soil Concentrate – California,APSA-80® Soil Concentrate – California,2.5-gallon container,2.5-gallon container,2.5-gallon container item #: 763162 available in california only. for difficult-to-penetrate soils and a variety of farming applications. apsa-80® concentrate: is noncorrosive and biodegradable. aids ,2.5-gallon container item #: 763162 available in california only. for difficult-to-penetrate soils and a variety of farming applications. apsa-80® concentrate: is noncorrosive and biodegradable. aids ,lotion~pill_bottle~soap_dispenser,,131.35,OUT OF SCOPE
43533143,USA,Amway,"[""At Home"",""Dish Detergent""]","[""At Home"",""Dish Detergent""]",Amway Home™ Scrub Buds™ Scouring Pads,Amway Home™ Scrub Buds™ Scouring Pads,4 pads,4 pads,4 pads item #: 110490 view all products byamway home™ long-lasting and rust-free the good things in life are made to last. that’s why amway home™ scrub buds™ scouring pads are so handy. they’re tough ,4 pads item #: 110490 view all products byamway home™ long-lasting and rust-free the good things in life are made to last. that’s why amway home™ scrub buds™ scouring pads are so handy. they’re tough ,envelope~web_site,web_site,5.0,OUT OF SCOPE
15844390,USA,Chewy,"[""Reptile"",""Habitat Accessories""]","[""Reptile"",""Habitat Accessories""]",Zilla Fresh Air Screen Cover with Center Hinge for Terrariums,Zilla Fresh Air Screen Cover with Center Hinge for Terrariums,"20.4                         x 0.8                             x 10.5 inches, 20-in","20.4                         x 0.8                             x 10.5 inches, 20-in",the zilla fresh air screen cover with center hinge for terrariums is a durable screen cover that keeps your pet safe but accessible. it provides healthy air circulation with the added convenience of a,the zilla fresh air screen cover with center hinge for terrariums is a durable screen cover that keeps your pet safe but accessible. it provides healthy air circulation with the added convenience of a,guillotine~lighter~space_heater~window_screen,,8.99,OUT OF SCOPE
24103415,USA,Chewy,"[""Dog"",""Beds & Mats"",""Pillow Beds""]","[""Dog"",""Beds & Mats"",""Pillow Beds""]",ASPCA Microtech Striped Cuddler Dog Bed,ASPCA Microtech Striped Cuddler Dog Bed,"2.5 pounds, 28                         x 18                             x 8 inches","2.5 pounds, 28                         x 18                             x 8 inches","make every night a good one with the aspca microtech striped cuddler dog bed. designed to wrap your dog in cozy comfort, this bed features a super soft interior that’s the next best thing to a belly r","make every night a good one with the aspca microtech striped cuddler dog bed. designed to wrap your dog in cozy comfort, this bed features a super soft interior that’s the next best thing to a belly r",Loafer~buckle~neck_brace~pencil_box~purse~velvet~wallet,,17.99,OUT OF SCOPE
15762367,USA,Chewy,"[""Dog"",""Carriers & Travel"",""Car Accessories""]","[""Dog"",""Carriers & Travel"",""Car Accessories""]","Bergan Deluxe Microfiber Auto Hammock Seat Protector, Mole","Bergan Deluxe Microfiber Auto Hammock Seat Protector, Mole",64                         x 0.25                             x 56 inches,64                         x 0.25                             x 56 inches,don’t miss the hottest trends! 67% of pet owners travel with pets; more and more people take their pet's to work and to run errands with them. the bergan hammock style seat protector is constructed of,don’t miss the hottest trends! 67% of pet owners travel with pets; more and more people take their pet's to work and to run errands with them. the bergan hammock style seat protector is constructed of,Labrador_retriever~seat_belt,,42.81,OUT OF SCOPE
7509200,USA,Chewy,"[""Reptile"",""Cleaning & Maintenance""]","[""Reptile"",""Cleaning & Maintenance""]",Exo Terra Analog Thermometer for Reptiles,Exo Terra Analog Thermometer for Reptiles,7                         x 4.1                             x 0.7 inches,7                         x 4.1                             x 0.7 inches,keep your habitat at the perfect temperature with the exo terra analog thermometer for reptiles. this analog thermometer features a simple design with a colorful display and clearly marked temperature,keep your habitat at the perfect temperature with the exo terra analog thermometer for reptiles. this analog thermometer features a simple design with a colorful display and clearly marked temperature,banded_gecko~comic_book,,4.57,OUT OF SCOPE
25282027,USA,Chewy,"[""Dog"",""Gifts & Books"",""Home Goods""]","[""Dog"",""Gifts & Books"",""Home Goods""]",Soggy Doggy Microfiber Doormat,Soggy Doggy Microfiber Doormat,"6.0 pounds, 60                         x 36                             x 1 inches, X-Large","6.0 pounds, 60                         x 36                             x 1 inches, X-Large","prevent messes before your dog tracks them in with the soggy doggy microfiber doormat. it’s made from millions of textured, ultra-fine strands woven together that absorb a shocking amount of water and","prevent messes before your dog tracks them in with the soggy doggy microfiber doormat. it’s made from millions of textured, ultra-fine strands woven together that absorb a shocking amount of water and",dishrag~doormat,dishrag,84.99,OUT OF SCOPE
2536607,USA,Chewy,"[""Dog"",""Beds & Mats"",""Crate Mats""]","[""Dog"",""Beds & Mats"",""Crate Mats""]",American Kennel Club Diamond Stitch Crate Mat,American Kennel Club Diamond Stitch Crate Mat,"1.83 pounds, 30                         x 22                             x 2 inches, 30-in","1.83 pounds, 30                         x 22                             x 2 inches, 30-in","get ready for extra lounging and snoozing with the american kennel club diamond stitch crate mat. the versatile design is great for just about anywhere, including crates, carriers, cars and any room i","get ready for extra lounging and snoozing with the american kennel club diamond stitch crate mat. the versatile design is great for just about anywhere, including crates, carriers, cars and any room i",bath_towel~poncho~quilt~wool,,27.99,OUT OF SCOPE
19758187,USA,Chewy,"[""Fish""]","[""Fish"",""Décor & Accessories""]","Nature's Ocean Bio-Activ Live Aragonite Saltwater Aquarium Sand, Samoa Pink, 10-lb bag","Nature's Ocean Bio-Activ Live Aragonite Saltwater Aquarium Sand, Samoa Pink, 10-lb bag",10.0 pounds,"10.0 pounds, 10-lb bag","description because there’s no substitute for the real thing, build your saltwater aquarium display on the foundation of nature's ocean bio-activ live aragonite natural aquarium sand. this patented, p","because there’s no substitute for the real thing, build your saltwater aquarium display on the foundation of nature's ocean bio-activ live aragonite natural aquarium sand. this patented, premium-quali",comic_book~jigsaw_puzzle~packet~web_site,,12.54,OUT OF SCOPE
13663029,USA,Chewy,"[""Dog"",""Grooming"",""Shampoos & Conditioners""]","[""Dog"",""Grooming"",""Shampoos & Conditioners""]",TropiClean Spa Facial Scrub for Dogs,TropiClean Spa Facial Scrub for Dogs,"8.35 pounds, 1-gal bottle","8.35 pounds, 1-gal bottle",get rid of dingy tear stains and keep your pup's face clean with the tropiclean spa facial scrub for dogs. it's made with natural ingredients like oatmeal and blueberries that soothe and balance the s,get rid of dingy tear stains and keep your pup's face clean with the tropiclean spa facial scrub for dogs. it's made with natural ingredients like oatmeal and blueberries that soothe and balance the s,nipple~pill_bottle~tray,,50.36,OUT OF SCOPE
2925065,USA,Chewy,"[""Dog"",""Leashes & Collars"",""Harnesses""]","[""Dog"",""Leashes & Collars"",""Harnesses""]",Dogline Unimax Multi Purpose Adopt Me Dog Harness,Dogline Unimax Multi Purpose Adopt Me Dog Harness,X-Small,X-Small,"gear up your pooch with the dogline unimax ""adopt me"" multi purpose dog harness. this multi-purpose harness comes equipped with a removable chest plate that helps to evenly distribute force, making it","gear up your pooch with the dogline unimax ""adopt me"" multi purpose dog harness. this multi-purpose harness comes equipped with a removable chest plate that helps to evenly distribute force, making it",muzzle~neck_brace,muzzle,29.99,OUT OF SCOPE
